model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,exploration ratio
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,8807314199751839364,3.0,5.0,-5.766442645667239E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,5282643675396329103,2.0,3.0,-5.785416639569954E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,7089513518609572248,2.0,3.0,-2.0410437695302097E-5,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,3444740763463206188,2.0,3.0,-4.2495496620854195E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-7482944058333020958,3.0,5.0,-1.9290464689581538E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,4380648408934573676,1.0,1.0,-6.039722585153909E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-732695839299313105,9.0,16.0,-6.047740677672733E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,1039157519813932927,2.0,3.0,-6.04934814231857E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-5106957267432234115,6.0,10.0,-5.497101148086506E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,5415401537239622474,4.0,7.0,-2.822543240848033E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-7533377073823851651,5.0,8.0,-5.659635267409938E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-2913421439705130768,4.0,7.0,-3.510429096653736E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-1589843225057267628,10.0,18.0,-6.039722585153909E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-3893215891609952942,1.0,2.0,-5.847017264337742E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-2579084102043722701,1.0,1.0,-5.995765087818475E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,3502947571315221703,1.0,1.0,-4.1692383315151266E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-3135140305572842824,1.0,1.0,-2.7440479644447874E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-8624678038649827805,7.0,14.0,-3.752799976453128E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-1581774640529381523,2.0,3.0,-6.13480484187974E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-4778195780377445603,26.0,47.0,-3.687080538685786E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,8686224571843771529,3.0,6.0,-5.725359717676584E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,8010401135297251990,1.0,1.0,-6.030275326860471E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-5211862851597497115,3.0,5.0,-6.032541767409041E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-7694902772944787934,4.0,7.0,-6.014460904006994E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-2206190851597667552,4.0,7.0,-5.997269429121113E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,5557447855600963662,1.0,1.0,-6.02160519889823E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,7999028158736045878,6.0,12.0,-6.042958686247671E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,5568398697652812049,4.0,7.0,-6.049699976122883E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,8395839181733656429,1.0,2.0,-6.017656861046008E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-455488202794233416,2.0,3.0,-5.944267821924656E-4,yes,"10 10 10 10 10",100,0.25
AbstractFuelControl_M1,"□_[11.0, 50.0] ((((throttle < 8.8) && ◇_[0.0, 0.05] (40.0 < throttle)) || ((40.0 < throttle) && ◇_[0.0, 0.05] (throttle < 8.8))) ==> □_[1.0, 5.0] (abs(mu) < 0.008))",adaptive,-5802362843591014032,15.0,28.0,-6.018530724634166E-4,yes,"10 10 10 10 10",100,0.25

