model,property,algorithm,seed,simulations,time,robustness,falsified,input,control points,exploration ratio,budget,explore,uniform,prefix,suffix
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,-2044154323061054751,81.0,19.0,-0.32279376394925663,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,189,23,10,18
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,-2818933116024726668,56.0,14.0,-0.41884923856619594,yes,"[0.0 50.0 203.125; 10.0 18.75 0.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,144,8,3,7
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,5389624053650279666,91.0,22.0,-0.32279376394925663,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,222,16,14,16
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,3985117162733562353,35.0,8.0,-0.32279376394925663,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,90,3,7,3
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,5027035796519242861,248.0,61.0,-0.32279376394925663,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,519,74,79,74
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,3560924028540554255,106.0,27.0,-1.0809146739427433,yes,"[0.0 50.0 243.75; 10.0 6.25 0.0; 20.0 37.5 325.0; 30.0 37.5 325.0]","2 2 3 3 3 4",0.25,300,237,25,25,26
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,7668066513306547401,73.0,18.0,-0.12086007517342523,yes,"[0.0 37.5 0.0; 10.0 25.0 0.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,170,14,20,12
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,-1810040861798066948,102.0,27.0,-0.32279376394925663,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,245,18,15,20
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,-7127833840588806584,49.0,13.0,-0.5108737655039377,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 25.0 0.0; 30.0 25.0 0.0]","2 2 3 3 3 4",0.25,300,119,3,6,15
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,-8076763867036922376,42.0,10.0,-1.1182316491837412,yes,"[0.0 43.75 0.0; 10.0 37.5 325.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,101,9,5,5
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,6549326763021948050,34.0,8.0,-0.32279376394925663,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,94,1,0,1
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,3165311232811283474,85.0,22.0,-0.12086007517342523,yes,"[0.0 37.5 0.0; 10.0 25.0 0.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,210,12,14,12
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,8543103741224627466,133.0,34.0,-0.12452001103930144,yes,"[0.0 37.5 0.0; 10.0 25.0 0.0; 20.0 0.0 40.625; 30.0 0.0 40.625]","2 2 3 3 3 4",0.25,300,288,34,39,34
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,2171052900563966853,37.0,10.0,-0.12086007517342523,yes,"[0.0 37.5 0.0; 10.0 25.0 0.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,94,6,3,4
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,1844918168580139182,65.0,16.0,-0.32279376394925663,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,156,6,16,11
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,-6866079581075461760,38.0,10.0,-0.5009192307503127,yes,"[0.0 50.0 162.5; 10.0 0.0 0.0; 25.0 21.875 0.0; 30.0 21.875 0.0]","2 2 3 3 3 4",0.25,300,94,4,7,3
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,0,5.0,1.0,-6.041439027059852,yes,"[0.0 81.25 0.0; 10.0 0.0 325.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,15,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-3395352614480012365,22.0,7.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 0.0 0.0; 25.0 100.0 0.0; 30.0 100.0 0.0]","2 2 3 3 3 4",0.25,300,61,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2090705757943921530,23.0,5.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,64,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-6211096958717263035,25.0,6.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 100.0 243.75; 30.0 100.0 243.75]","2 2 3 3 3 4",0.25,300,67,0,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5154256514019734506,29.0,6.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 25.0 325.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,80,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-7697202015990875983,20.0,5.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,53,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-8868162832443184757,48.0,12.0,-2.223855262282399,yes,"[0.0 75.0 0.0; 10.0 0.0 304.6875; 20.0 0.0 81.25; 30.0 0.0 81.25]","2 2 3 3 3 4",0.25,300,134,5,1,2
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5255274296619682401,55.0,14.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 25.0 0.0; 30.0 25.0 0.0]","2 2 3 3 3 4",0.25,300,154,2,1,3
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-6485995214530596328,29.0,7.0,-6.0439516000248545,yes,"[0.0 81.25 0.0; 10.0 25.0 0.0; 20.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,78,0,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4067799237844930696,16.0,4.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,42,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-1361635991625605608,22.0,5.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 50.0 325.0; 25.0 50.0 0.0; 30.0 50.0 0.0]","2 2 3 3 3 4",0.25,300,61,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7757790005328196773,26.0,6.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 75.0 325.0; 30.0 75.0 325.0]","2 2 3 3 3 4",0.25,300,72,0,0,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-164320622539322078,36.0,9.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,101,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-7312348888522075762,15.0,3.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,38,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5817583431741544636,13.0,3.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 100.0 325.0; 30.0 100.0 325.0]","2 2 3 3 3 4",0.25,300,33,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-6695329118683043843,7.0,1.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 50.0 325.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,17,0,0,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5629699385775068927,32.0,8.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,85,2,2,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2343639057891147263,26.0,6.0,-6.0439516000248545,yes,"[0.0 81.25 0.0; 10.0 0.0 0.0; 25.0 100.0 162.5; 30.0 100.0 162.5]","2 2 3 3 3 4",0.25,300,68,1,1,2
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-7409229749234215865,47.0,12.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,129,2,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3356028325255613531,27.0,6.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 0.0 0.0; 25.0 75.0 325.0; 30.0 75.0 325.0]","2 2 3 3 3 4",0.25,300,74,1,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7729545964017830814,33.0,8.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 0.0 0.0; 25.0 100.0 0.0; 30.0 100.0 0.0]","2 2 3 3 3 4",0.25,300,90,1,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3597208445317122686,12.0,2.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,31,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3030923097735328489,12.0,3.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 25.0 325.0; 20.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,32,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2741220694674326626,17.0,3.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,44,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,8315660574497694399,29.0,7.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 50.0 0.0; 30.0 50.0 0.0]","2 2 3 3 3 4",0.25,300,79,1,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4230218305866522217,16.0,4.0,-2.225582656195826,yes,"[0.0 75.0 0.0; 10.0 0.0 81.25; 20.0 25.0 325.0; 30.0 25.0 325.0]","2 2 3 3 3 4",0.25,300,40,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,850486166261041419,12.0,3.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 25.0 325.0; 20.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,30,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,563778934074066780,17.0,4.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 50.0 325.0; 25.0 25.0 325.0; 30.0 25.0 325.0]","2 2 3 3 3 4",0.25,300,44,1,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5480077719079455172,32.0,7.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,87,1,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7149034964811127394,19.0,5.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,51,0,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,1003713059791241186,18.0,4.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,51,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4286139675522419968,12.0,3.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,29,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-844272203133541202,27.0,7.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 50.0 325.0; 25.0 75.0 325.0; 30.0 75.0 325.0]","2 2 3 3 3 4",0.25,300,75,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4385459262438974776,3.0,0.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 25.0 325.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,8,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5239562845505611295,11.0,2.0,-2.2243263697133244,yes,"[0.0 75.0 0.0; 10.0 50.0 243.75; 20.0 100.0 0.0; 30.0 100.0 0.0]","2 2 3 3 3 4",0.25,300,30,1,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3827999437368503513,16.0,4.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 50.0 223.4375; 30.0 50.0 223.4375]","2 2 3 3 3 4",0.25,300,41,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-1007360260949124500,20.0,5.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,56,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7609806805451500508,18.0,4.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,48,0,0,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,8083348241125520394,32.0,8.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 25.0 325.0; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,89,0,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2809979853580361679,39.0,10.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,107,2,4,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-8308122940353789981,22.0,5.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 50.0 20.3125; 30.0 50.0 20.3125]","2 2 3 3 3 4",0.25,300,59,0,0,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,6274781253752831402,26.0,6.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,71,2,0,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5090510237403200894,9.0,2.0,-2.225582656195826,yes,"[0.0 75.0 0.0; 10.0 0.0 81.25; 20.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,22,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,8659019479036259728,28.0,7.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 50.0 325.0; 25.0 25.0 0.0; 30.0 25.0 0.0]","2 2 3 3 3 4",0.25,300,77,0,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-1823207362480415201,21.0,5.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,56,2,2,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7428101757393585278,22.0,6.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 0.0 325.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,58,1,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-848421430148020233,21.0,4.0,-2.2262107994370837,yes,"[0.0 75.0 0.0; 10.0 50.0 0.0; 25.0 0.0 192.96875; 30.0 0.0 192.96875]","2 2 3 3 3 4",0.25,300,57,0,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,6164765709649160833,26.0,6.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 50.0 325.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,72,1,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7767332074389515963,26.0,6.0,-2.224954512954568,yes,"[0.0 75.0 0.0; 10.0 0.0 162.5; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,67,1,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,6688241632007730595,19.0,4.0,-2.223698226472081,yes,"[0.0 75.0 0.0; 10.0 37.5 325.0; 20.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,52,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,0,47.0,12.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,125,2,4,5
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,314851395928121051,78.0,20.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,217,3,5,5
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,9071218152793137657,48.0,11.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,128,2,4,3
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-5734776472010626861,60.0,15.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 18.75 162.5; 17.5 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,166,5,2,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-7896651258543554849,42.0,10.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,116,2,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-5881303735961112536,58.0,14.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,162,3,3,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-3909968683258892784,27.0,6.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,72,0,2,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,7403158834490313553,32.0,7.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,84,2,1,4
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2970225796377744311,28.0,7.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,82,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-7775996903618535265,43.0,10.0,-1.5025651777081066,yes,"[0.0 37.5 0.0; 10.0 0.0 243.75; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,111,5,1,5
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,6117170970509089887,95.0,23.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,253,7,10,10
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-9056049454962337219,103.0,25.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 25.0 121.875; 30.0 25.0 121.875]","2 2 3 3 3 4",0.25,300,289,4,5,7
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-8250399147149224315,80.0,20.0,-1.5025651777081066,yes,"[0.0 37.5 0.0; 10.0 0.0 243.75; 20.0 25.0 325.0; 30.0 25.0 325.0]","2 2 3 3 3 4",0.25,300,214,6,4,10
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,3472150453834950042,38.0,9.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,108,0,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2530628091797082964,47.0,11.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 25.0 325.0; 20.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,125,1,6,2
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-9210271278156653753,33.0,8.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,81,4,4,4
