model;property;algorithm;control points;exploration ratio;budget;seed;success;tries;min simulations;min time;max simulations;max time;avg simulations;avg time;best robustness
emb_controller;◇_[0.0, 0.033] □_[0.0, 1.0] ((0.05 - 0.002) <= x && x <= (0.05 + 0.002));adaptive;2 2 3 3 3 4;0.25;20;0;10;10;1;0;2;22;1;2;-0.011169027803923436
