model;property;algorithm;control points;exploration ratio;budget;seed;success;tries;min simulations;min time;max simulations;max time;avg simulations;avg time;best robustness
fuel_control;□_[11.0, 50.0] ((mode != 1.0 || □_[0.0, 0.1] mode != 0.0) || □_[1.0, 5.0] abs(mu) < 0.02);adaptive;3 3 3 3 3;0.25;100;0;10;10;1;0;6;3;3;1;-0.09821082638416448
