model;property;algorithm;control points;exploration ratio;budget;seed;success;tries;min simulations;min time;max simulations;max time;avg simulations;avg time;best robustness
fuel_control;□_[49.0, 50.0] rms < 0.05;adaptive;3 3 3 3 3;0.25;100;0;10;10;1;0;3;1;1;0;-0.025670153861978406
