model;property;algorithm;control points;exploration ratio;budget;seed;success;tries;min simulations;min time;max simulations;max time;avg simulations;avg time;best robustness
emb_controller;□_[0.0, 1.0] (br != 0.0 || ◇_[0.0, 0.02] F < 150.0);adaptive;2 2 3 3 3 4;0.25;20;0;0;10;0;0;0;0;0;0;54.60473837856209
