model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,solver,exploration ratio
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,0,29.0,5.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-6046014611969325073,4.0,0.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-9078758710300016934,9.0,1.0,-1.8555748756042192,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,6026752103936063831,5.0,0.0,-11.220951438219288,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-7488286861000505729,2.0,0.0,-4.740537532593038,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,4096412075366339464,6.0,1.0,-0.8783142956569066,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,7672111965323154545,15.0,2.0,-4.809704969700675,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-7183876693434789442,4.0,0.0,-0.5511690346261702,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-5011953456019000971,8.0,1.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,9035443895564923029,7.0,1.0,-8.065993679063752,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-2740929484600087517,10.0,1.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,4294016909393539959,11.0,1.0,-14.42303757125893,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-6182145599744364137,7.0,1.0,-0.5511690346261702,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,8458830146556579542,7.0,1.0,-14.42303757125893,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-7841915111413246962,5.0,0.0,-0.18690699946651534,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-4627331107828543336,8.0,1.0,-7.362017144361502,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-1380096314875151908,2.0,0.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-5742972936302936281,8.0,1.0,-0.745581197413415,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-5418079435779392240,6.0,1.0,-11.220951438219288,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,1224380904762254455,2.0,0.0,-0.745581197413415,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-4801624794716146349,3.0,0.0,-3.70831160028483,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-5469221887441509070,2.0,0.0,-6.1259413003567715,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,6917220170720129735,19.0,3.0,-3.782408334805865,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,3958041752096909892,13.0,2.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,3794678871423782421,30.0,5.0,-0.4581435027369878,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,8181248863959752427,19.0,3.0,-8.632897646576623,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,7698985409547079319,9.0,1.0,-4.554919588846715,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-4131623449183998397,1.0,0.0,-14.42303757125893,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-7750826011340930336,3.0,0.0,-4.809704969700675,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-5564848877718094627,12.0,2.0,-11.220951438219288,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-6990856834845939642,15.0,2.0,-11.220951438219288,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-4701237711499865563,9.0,1.0,-11.220951438219288,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-5639999502947973768,4.0,0.0,-0.745581197413415,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,8361841616997096311,10.0,1.0,-1.8760639865800641,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-8608154688667229480,1.0,0.0,-0.27163616611683494,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-346068277684901982,10.0,1.0,-0.5511690346261702,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,8583421108892856622,1.0,0.0,-14.42303757125893,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,751661180465674478,17.0,3.0,-7.362017144361502,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-8149797952705142109,3.0,0.0,-7.394225990989668,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,7150239976759361100,20.0,3.0,-0.745581197413415,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,2456438355188220127,9.0,1.0,-7.362017144361502,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-3352285862663714248,1.0,0.0,-9.477349732641642,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-7206862856428773816,2.0,0.0,-2.3200777436705238,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-3126459483930515759,5.0,0.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-6642002009474159212,7.0,1.0,-0.745581197413415,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-7602053619253506440,7.0,1.0,-4.809704969700675,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-2605665773117505927,8.0,1.0,-4.809704969700675,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-3268569276711209879,13.0,2.0,-11.220951438219288,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-7108621371035265857,3.0,0.0,-17.980199361426514,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,-8081746492052479422,16.0,3.0,-7.362017144361502,yes,"2 2 3 3 3 4",300,,0.25

