model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,solver,exploration ratio
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,-7970476187495257102,61.0,41.0,-0.7672110472156959,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,8328412070939253235,90.0,61.0,-2.1533493009024625,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,8613213585075034408,90.0,61.0,-2.1533493009024625,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,7839281802022211816,90.0,61.0,-2.1533493009024625,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,605170570079111320,90.0,61.0,-2.1533493009024625,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,-8912674914493871025,51.0,34.0,-2.3755497357432347,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,-5429469239583332266,69.0,46.0,-1.1657436144142252,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,7697740277460248409,90.0,61.0,-2.1533493009024625,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,6823898353758749145,90.0,61.0,-2.1533493009024625,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,-765888408110226152,242.0,170.0,-2.769345295046932,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,1824341877410284492,90.0,61.0,-2.1533493009024625,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,-9095715445349070663,27.0,18.0,-2.9883859752223145,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,0,109.0,74.0,-1.0637583179998487,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-4962768465676381896,12.0,8.0,-0.9747768025702257,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,4804307197456638271,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-1034601897293430941,101.0,69.0,-0.9968527042809185,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,7848011421992302230,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-8929183248358367000,64.0,43.0,-0.17975885127842872,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,488730542833106255,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,5082315122564986995,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-4023469995120514721,29.0,19.0,-1.2110586132164798,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-652523483647487500,300.0,212.0,0.5305122498507444,no,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,733208966369662072,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-2859003968966358305,130.0,90.0,-1.7304867279475857,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,2391129358218448901,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,462804890636782426,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,4152650890530247911,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-7824937040248809533,37.0,24.0,-1.7856618291002206,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-7423161351415864473,54.0,37.0,-0.935246831108465,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-1712070416600608528,15.0,10.0,-1.1737733388025617,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-7558503418509576542,36.0,24.0,-0.9402286655284939,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-1602231814014388968,129.0,89.0,-0.5580709925803831,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-8398198349610176347,22.0,15.0,-0.5113334923171351,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,8543763135442756639,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-6771948130860443991,82.0,56.0,-0.03218701376646749,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-6872183637580745469,130.0,89.0,-2.86815817632187,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-4362937514027401353,51.0,35.0,-2.8058193035935517,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-645818057311197652,147.0,102.0,-0.8809575713820479,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-2589363629201395742,41.0,28.0,-1.4146521241210124,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-1292473327617944349,35.0,23.0,-3.6611798724495017,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,7708962365626450022,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-1985167797452687559,10.0,6.0,-1.2067160526299574,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-9181452172432867415,57.0,39.0,-1.2840583481731116,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,5136175437742153992,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,2461321076443974826,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,5393678625457699973,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-5223836593555421482,256.0,181.0,-0.27452323568965653,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,4231336260356479292,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,80026624404206994,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,5629798281369249587,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-7970476187495257102,10.0,6.0,-0.4789917603498921,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,8328412070939253235,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,8613213585075034408,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,7839281802022211816,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,605170570079111320,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-8912674914493871025,186.0,130.0,-1.4367449873650244,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-5429469239583332266,64.0,43.0,-0.4408387318501994,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,7697740277460248409,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,6823898353758749145,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-765888408110226152,7.0,4.0,-1.1720450701937324,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,1824341877410284492,12.0,8.0,-4.392896410083445,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,-9095715445349070663,200.0,141.0,-0.5254401112520597,yes,4,300,cmaes,
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,0,5.0,1.0,-6.041439027059852,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-3395352614480012365,22.0,4.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2090705757943921530,23.0,4.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-6211096958717263035,25.0,4.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5154256514019734506,29.0,5.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-7697202015990875983,20.0,3.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-8868162832443184757,48.0,9.0,-2.223855262282399,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5255274296619682401,55.0,10.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-6485995214530596328,29.0,5.0,-6.0439516000248545,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4067799237844930696,16.0,3.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-1361635991625605608,22.0,4.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7757790005328196773,26.0,4.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-164320622539322078,36.0,6.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-7312348888522075762,15.0,2.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5817583431741544636,13.0,2.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-6695329118683043843,7.0,1.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5629699385775068927,32.0,6.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2343639057891147263,26.0,4.0,-6.0439516000248545,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-7409229749234215865,47.0,8.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3356028325255613531,27.0,4.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7729545964017830814,33.0,6.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3597208445317122686,12.0,2.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3030923097735328489,12.0,2.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2741220694674326626,17.0,3.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,8315660574497694399,29.0,5.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4230218305866522217,16.0,3.0,-2.225582656195826,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,850486166261041419,12.0,2.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,563778934074066780,17.0,3.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5480077719079455172,32.0,6.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7149034964811127394,19.0,3.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,1003713059791241186,18.0,3.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4286139675522419968,12.0,2.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-844272203133541202,27.0,5.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-4385459262438974776,3.0,0.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5239562845505611295,11.0,2.0,-2.2243263697133244,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,3827999437368503513,16.0,2.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-1007360260949124500,20.0,3.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7609806805451500508,18.0,3.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,8083348241125520394,32.0,5.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-2809979853580361679,39.0,7.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-8308122940353789981,22.0,4.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,6274781253752831402,26.0,4.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,5090510237403200894,9.0,1.0,-2.225582656195826,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,8659019479036259728,28.0,5.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-1823207362480415201,21.0,3.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7428101757393585278,22.0,4.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,-848421430148020233,21.0,4.0,-2.2262107994370837,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,6164765709649160833,26.0,4.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,7767332074389515963,26.0,4.0,-2.224954512954568,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,6688241632007730595,19.0,3.0,-2.223698226472081,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,0,47.0,8.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,314851395928121051,78.0,14.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,9071218152793137657,48.0,8.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-5734776472010626861,60.0,11.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-7896651258543554849,42.0,8.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-5881303735961112536,58.0,11.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-3909968683258892784,27.0,5.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,7403158834490313553,32.0,6.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2970225796377744311,28.0,5.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-7775996903618535265,43.0,8.0,-1.5025651777081066,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,6117170970509089887,95.0,18.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-9056049454962337219,103.0,20.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-8250399147149224315,80.0,15.0,-1.5025651777081066,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,3472150453834950042,38.0,7.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2530628091797082964,47.0,8.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-9210271278156653753,33.0,6.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-3125765779338218108,49.0,9.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,5661578678589137472,20.0,3.0,-1.5022511060874848,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-5858622494579288512,56.0,11.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
