model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,solver,exploration ratio
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,2391129358218448901,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,462804890636782426,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,4152650890530247911,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-7824937040248809533,12.0,7.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-7423161351415864473,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-1712070416600608528,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-7558503418509576542,82.0,56.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-1602231814014388968,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-8398198349610176347,20.0,13.0,-1.0,yes,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,8543763135442756639,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-6771948130860443991,11.0,7.0,-1.0,yes,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-6872183637580745469,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-4362937514027401353,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-645818057311197652,11.0,7.0,-1.0,yes,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-2589363629201395742,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-1292473327617944349,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,7708962365626450022,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-1985167797452687559,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-9181452172432867415,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,5136175437742153992,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,2461321076443974826,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,5393678625457699973,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-5223836593555421482,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,4231336260356479292,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,80026624404206994,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,5629798281369249587,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-7970476187495257102,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,8328412070939253235,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,8613213585075034408,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,7839281802022211816,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,605170570079111320,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-8912674914493871025,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-5429469239583332266,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,7697740277460248409,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,6823898353758749145,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-765888408110226152,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,1824341877410284492,12.0,8.0,1.0,no,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,-9095715445349070663,49.0,33.0,-0.3542317660544043,yes,4,300,cmaes,
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,0,75.0,14.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,5947874316217233888,17.0,3.0,-10.229331529306435,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-8233225687200131571,40.0,7.0,-6.111250095140711,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-3216895643296650326,60.0,10.0,-10.233565052853915,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-3676466975166340329,38.0,6.0,-10.229331529306435,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1067079416935833465,13.0,2.0,-10.20098067004583,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-3916159573115528289,22.0,4.0,-10.183950500377527,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,3439207853851717567,61.0,11.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1919066596798661800,9.0,1.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,7014513344735234480,49.0,9.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-2885909493047944441,2.0,0.0,-10.137610770238808,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-4550890222167331235,47.0,8.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,9211472062668675655,48.0,8.0,-10.219574228148087,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-6344791654413728103,16.0,2.0,-10.112848674138476,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1783389036282317921,52.0,9.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,7410157346639577710,40.0,7.0,-4.004921389475751,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,6621732285391908085,11.0,2.0,-9.402921432482234,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1398688821725698495,32.0,6.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1286453535385362189,8.0,1.0,-1.3873322124694383,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,3335531070335935046,97.0,18.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1571518486718558037,34.0,6.0,-4.004921389475751,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,7337526511887988986,60.0,11.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-1663622229223489071,83.0,15.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,9029266397083096815,36.0,6.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,3270655357985323562,39.0,7.0,-6.065810808462359,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,4646165513168370522,37.0,6.0,-4.659864170974117,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1160374946524215438,51.0,9.0,-5.6365250287408095,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,6593497837671038105,32.0,6.0,-0.5837220621699224,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,4171195215442190885,3.0,0.0,-10.210982450526547,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-3488129131999256826,100.0,18.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,2858767765820268634,6.0,1.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-7199746053883856239,7.0,1.0,-2.787159586793795,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-862556750932218293,28.0,5.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-5875464847452194349,22.0,4.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,1175295639713461725,117.0,22.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-5543220608087314915,50.0,9.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-1679970670301745013,16.0,2.0,-9.940263187623962,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,4649398637914846959,3.0,0.0,-10.087408696815537,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,3248263585609992901,4.0,0.0,-7.434872630292755,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-4049654713547161570,54.0,10.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,8425020977723392468,15.0,2.0,-3.608832373678034,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-8582380204583398962,22.0,4.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-6682701458886472424,24.0,4.0,-10.185094056548966,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,7063390502178464294,36.0,6.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-2153224333972415344,17.0,3.0,-9.967770253512533,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-3858461631498610961,2.0,0.0,-10.20098067004583,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,-1445543502324737913,6.0,1.0,-4.682394960343576,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,8488973972869917804,1.0,0.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,6203625428476959367,24.0,4.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,939553210149177219,6.0,1.0,-3.5325478948790447,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,0,5.0,0.0,-5.24145448916066,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3395352614480012365,35.0,6.0,-5.168992150561174,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3513201292626476785,32.0,6.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,3260819884941164247,21.0,4.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,4100262447927027457,4.0,0.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-403691933527568333,58.0,11.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,7850895396612812358,33.0,6.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,2493673289223101571,21.0,4.0,-5.193446547780283,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,4359314762952188378,13.0,2.0,-2.6563259894751283,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-5575239666084938154,21.0,3.0,-4.346758284782716,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3240571962324816529,44.0,8.0,-5.172268200762737,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,6537582123999562491,1.0,0.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-2729916568599551883,15.0,2.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-8962089060116398174,29.0,5.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,6085049841773395628,21.0,3.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-8712527195144843785,60.0,11.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-8384977605603183264,4.0,0.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-8661064467677859279,3.0,0.0,-5.172268200762737,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-6978692527208294021,61.0,11.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-1267663152972598881,24.0,4.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,4862086690301235624,36.0,6.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,3455269177287825500,51.0,9.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,1674489462388086642,11.0,2.0,-0.9472409840964389,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-5007192075472846670,18.0,3.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-6865571268238952761,5.0,0.0,-5.243896093430678,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,6437781725445533643,2.0,0.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,8239641326882459301,17.0,3.0,-5.175511424121638,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,5844192074240527314,3.0,0.0,-4.641401444148464,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,4566739835105194016,46.0,8.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-4735144557245820722,16.0,3.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,2104241979440868409,98.0,18.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-5046835081531741471,16.0,3.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,428846222859753592,7.0,1.0,-3.7587208429142436,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3354562975025612662,7.0,1.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,51566660709766698,19.0,3.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3647633999979402808,38.0,6.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,5357034898052819279,14.0,2.0,-0.03078077640811472,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-860263061303766972,26.0,4.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3289646232506121809,3.0,0.0,-4.871653649896352,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,3823254688869746608,12.0,2.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-7368176887965621705,86.0,16.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3037568076121058880,11.0,2.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-7759873987750179353,61.0,11.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,2216017602057821629,3.0,0.0,-5.234701432129604,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,3822509754381594290,37.0,7.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,525349370870433271,2.0,0.0,-5.181074273751626,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-6819559750011441194,8.0,1.0,-5.175807853027386,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,316147106714626154,3.0,0.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,1708869880131016382,4.0,0.0,-0.9276625421463223,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,-3397704830850981450,4.0,0.0,-0.17427002565915473,yes,"2 2 3 3 3 4",300,,0.25

